Asset,Asset Class,Mode,Frequency,Sharpe,Win Rate %,vs B&H %,Trades/yr,Max Drawdown %,Total Return %,B&H Return %
RTX,stock,Realistic,Weekly,2.48,72.0,23.66,32,10.96,177.50,153.85
RTX,stock,Realistic,Monthly,2.23,84.0,-91.42,8,6.20,62.42,153.85
RTX,stock,Signal-Only,Daily,0.00,71.4,-153.85,0,0.00,0.00,153.85
RTX,stock,Signal-Only,Weekly,0.00,72.0,-153.85,0,0.00,0.00,153.85
RTX,stock,Signal-Only,Monthly,0.00,84.0,-153.85,0,0.00,0.00,153.85
NOC,stock,Academic,Daily,5.62,71.5,588.00,45,3.31,634.93,46.92
NOC,stock,Academic,Weekly,3.96,69.0,298.48,22,5.91,345.40,46.92
NOC,stock,Academic,Monthly,1.24,71.4,10.50,5,10.78,57.43,46.92
NOC,stock,Realistic,Daily,4.52,71.5,353.27,113,4.23,400.19,46.92
NOC,stock,Realistic,Weekly,1.99,69.0,54.90,36,7.21,101.83,46.92
NOC,stock,Realistic,Monthly,1.03,71.4,-21.49,10,8.53,25.43,46.92
NOC,stock,Signal-Only,Daily,0.00,71.5,-46.92,0,0.00,0.00,46.92
NOC,stock,Signal-Only,Weekly,0.00,69.0,-46.92,0,0.00,0.00,46.92
NOC,stock,Signal-Only,Monthly,0.00,71.4,-46.92,0,0.00,0.00,46.92
BA,stock,Academic,Daily,5.58,71.1,1783.03,42,4.10,1790.65,7.62
BA,stock,Academic,Weekly,3.98,63.2,650.48,21,6.48,658.09,7.62
BA,stock,Academic,Monthly,1.70,67.9,122.01,6,13.60,129.62,7.62
BA,stock,Realistic,Daily,5.21,71.1,1152.38,105,3.28,1159.99,7.62
BA,stock,Realistic,Weekly,1.86,63.2,97.50,38,15.48,105.12,7.62
BA,stock,Realistic,Monthly,0.73,67.9,26.90,9,20.44,34.51,7.62
BA,stock,Signal-Only,Daily,0.00,71.1,-7.62,0,0.00,0.00,7.62
BA,stock,Signal-Only,Weekly,0.00,63.2,-7.62,0,0.00,0.00,7.62
BA,stock,Signal-Only,Monthly,0.00,67.9,-7.62,0,0.00,0.00,7.62
GD,stock,Academic,Daily,5.36,67.1,356.46,47,3.16,405.49,49.03
GD,stock,Academic,Weekly,3.81,66.1,182.07,23,4.18,231.10,49.03
GD,stock,Academic,Monthly,1.39,80.8,-0.00,5,10.86,49.03,49.03
GD,stock,Realistic,Daily,4.75,67.1,237.47,128,3.16,286.50,49.03
GD,stock,Realistic,Weekly,2.01,66.1,21.01,37,5.54,70.04,49.03
GD,stock,Realistic,Monthly,1.33,80.8,-27.38,9,4.41,21.65,49.03
GD,stock,Signal-Only,Daily,0.00,67.1,-49.03,0,0.00,0.00,49.03
GD,stock,Signal-Only,Weekly,0.00,66.1,-49.03,0,0.00,0.00,49.03
GD,stock,Signal-Only,Monthly,0.00,80.8,-49.03,0,0.00,0.00,49.03
CAT,stock,Academic,Daily,5.88,73.9,1696.57,41,5.10,1867.66,171.09
CAT,stock,Academic,Weekly,4.28,74.3,681.79,21,8.69,852.88,171.09
CAT,stock,Academic,Monthly,2.41,80.0,39.96,6,12.72,211.05,171.09
CAT,stock,Realistic,Daily,5.24,73.9,981.85,105,4.26,1152.94,171.09
CAT,stock,Realistic,Weekly,2.85,74.3,107.42,33,12.60,278.51,171.09
CAT,stock,Realistic,Monthly,1.56,80.0,-116.81,9,14.16,54.28,171.09
CAT,stock,Signal-Only,Daily,0.00,73.9,-171.09,0,0.00,0.00,171.09
CAT,stock,Signal-Only,Weekly,0.00,74.3,-171.09,0,0.00,0.00,171.09
CAT,stock,Signal-Only,Monthly,0.00,80.0,-171.09,0,0.00,0.00,171.09
DE,stock,Academic,Daily,4.90,70.0,756.70,47,4.85,808.86,52.16
DE,stock,Academic,Weekly,3.45,69.3,334.84,26,8.46,386.99,52.16
DE,stock,Academic,Monthly,1.12,70.4,2.00,4,13.87,54.16,52.16
DE,stock,Realistic,Daily,4.38,70.0,519.57,120,3.47,571.72,52.16
DE,stock,Realistic,Weekly,1.26,69.3,16.33,39,16.01,68.49,52.16
DE,stock,Realistic,Monthly,0.76,70.4,-26.89,7,11.50,25.27,52.16
DE,stock,Signal-Only,Daily,0.00,70.0,-52.16,0,0.00,0.00,52.16
DE,stock,Signal-Only,Weekly,0.00,69.3,-52.16,0,0.00,0.00,52.16
DE,stock,Signal-Only,Monthly,0.00,70.4,-52.16,0,0.00,0.00,52.16
MMM,stock,Academic,Daily,4.45,71.1,898.94,45,3.54,985.25,86.31
MMM,stock,Academic,Weekly,3.57,80.8,458.26,23,5.74,544.57,86.31
MMM,stock,Academic,Monthly,1.17,65.4,-25.27,6,15.24,61.04,86.31
MMM,stock,Realistic,Daily,4.02,71.1,606.82,113,3.11,693.14,86.31
MMM,stock,Realistic,Weekly,1.91,80.8,44.69,35,14.46,131.00,86.31
MMM,stock,Realistic,Monthly,1.34,65.4,-50.54,9,8.11,35.78,86.31
MMM,stock,Signal-Only,Daily,0.00,71.1,-86.31,0,0.00,0.00,86.31
MMM,stock,Signal-Only,Weekly,0.00,80.8,-86.31,0,0.00,0.00,86.31
MMM,stock,Signal-Only,Monthly,0.00,65.4,-86.31,0,0.00,0.00,86.31
HON,stock,Academic,Daily,5.17,71.9,448.50,41,4.45,477.92,29.43
HON,stock,Academic,Weekly,3.47,76.9,215.43,22,6.16,244.86,29.43
HON,stock,Academic,Monthly,2.23,88.0,42.60,4,8.66,72.03,29.43
HON,stock,Realistic,Daily,4.47,71.9,292.74,112,2.93,322.17,29.43
HON,stock,Realistic,Weekly,1.42,76.9,25.54,38,13.75,54.97,29.43
HON,stock,Realistic,Monthly,1.74,88.0,-7.77,7,3.38,21.66,29.43
HON,stock,Signal-Only,Daily,0.00,71.9,-29.43,0,0.00,0.00,29.43
HON,stock,Signal-Only,Weekly,0.00,76.9,-29.43,0,0.00,0.00,29.43
HON,stock,Signal-Only,Monthly,0.00,88.0,-29.43,0,0.00,0.00,29.43
GE,stock,Academic,Daily,6.33,69.4,1794.71,42,3.48,2012.26,217.55
GE,stock,Academic,Weekly,4.62,67.0,691.08,20,5.87,908.63,217.55
GE,stock,Academic,Monthly,2.54,64.0,12.04,7,10.70,229.58,217.55
GE,stock,Realistic,Daily,5.48,69.4,929.23,96,4.49,1146.78,217.55
GE,stock,Realistic,Weekly,2.75,67.0,116.06,30,17.60,333.61,217.55
GE,stock,Realistic,Monthly,1.71,64.0,-150.45,10,7.05,67.10,217.55
GE,stock,Signal-Only,Daily,0.00,69.4,-217.55,0,0.00,0.00,217.55
GE,stock,Signal-Only,Weekly,0.00,67.0,-217.55,0,0.00,0.00,217.55
GE,stock,Signal-Only,Monthly,0.00,64.0,-217.55,0,0.00,0.00,217.55
EMR,stock,Academic,Daily,5.41,74.1,944.23,47,3.47,985.50,41.27
EMR,stock,Academic,Weekly,3.74,74.3,389.00,23,7.59,430.28,41.27
EMR,stock,Academic,Monthly,1.90,76.9,67.48,3,10.33,108.75,41.27
EMR,stock,Realistic,Daily,4.81,74.1,578.50,115,3.07,619.78,41.27
EMR,stock,Realistic,Weekly,1.59,74.3,23.76,37,13.59,65.03,41.27
EMR,stock,Realistic,Monthly,0.95,76.9,-18.90,8,11.02,22.37,41.27
EMR,stock,Signal-Only,Daily,0.00,74.1,-41.27,0,0.00,0.00,41.27
EMR,stock,Signal-Only,Weekly,0.00,74.3,-41.27,0,0.00,0.00,41.27
EMR,stock,Signal-Only,Monthly,0.00,76.9,-41.27,0,0.00,0.00,41.27
WMT,stock,Academic,Daily,5.67,74.5,591.79,44,3.74,712.91,121.13
WMT,stock,Academic,Weekly,3.99,79.4,293.78,18,8.88,414.91,121.13
WMT,stock,Academic,Monthly,1.60,73.1,-41.24,7,10.83,79.88,121.13
WMT,stock,Realistic,Daily,5.07,74.5,375.60,104,3.74,496.73,121.13
WMT,stock,Realistic,Weekly,2.36,79.4,43.43,29,15.15,164.55,121.13
WMT,stock,Realistic,Monthly,1.51,73.1,-48.29,9,16.89,72.83,121.13
WMT,stock,Signal-Only,Daily,0.00,74.5,-121.13,0,0.00,0.00,121.13
WMT,stock,Signal-Only,Weekly,0.00,79.4,-121.13,0,0.00,0.00,121.13
WMT,stock,Signal-Only,Monthly,0.00,73.1,-121.13,0,0.00,0.00,121.13
TGT,stock,Academic,Daily,4.97,71.4,1472.90,45,3.52,1477.26,4.36
TGT,stock,Academic,Weekly,3.06,73.1,397.65,24,6.96,402.01,4.36
TGT,stock,Academic,Monthly,0.84,71.4,44.85,5,22.34,49.21,4.36
TGT,stock,Realistic,Daily,4.04,71.4,713.81,115,3.43,718.17,4.36
TGT,stock,Realistic,Weekly,1.47,73.1,48.14,37,8.80,52.50,4.36
TGT,stock,Realistic,Monthly,0.55,71.4,8.28,9,12.44,12.65,4.36
TGT,stock,Signal-Only,Daily,0.00,71.4,-4.36,0,0.00,0.00,4.36
TGT,stock,Signal-Only,Weekly,0.00,73.1,-4.36,0,0.00,0.00,4.36
TGT,stock,Signal-Only,Monthly,0.00,71.4,-4.36,0,0.00,0.00,4.36
COST,stock,Academic,Daily,6.08,69.0,480.70,46,2.99,558.24,77.54
COST,stock,Academic,Weekly,3.80,78.0,223.06,24,9.10,300.60,77.54
COST,stock,Academic,Monthly,2.08,75.0,27.16,7,9.70,104.70,77.54
COST,stock,Realistic,Daily,5.65,69.0,360.24,120,2.99,437.78,77.54
COST,stock,Realistic,Weekly,1.81,78.0,15.68,37,10.27,93.22,77.54
COST,stock,Realistic,Monthly,1.23,75.0,-26.80,10,15.96,50.74,77.54
COST,stock,Signal-Only,Daily,0.00,69.0,-77.54,0,0.00,0.00,77.54
COST,stock,Signal-Only,Weekly,0.00,78.0,-77.54,0,0.00,0.00,77.54
COST,stock,Signal-Only,Monthly,0.00,75.0,-77.54,0,0.00,0.00,77.54
HD,stock,Academic,Daily,5.51,71.6,563.92,40,3.55,577.88,13.96
HD,stock,Academic,Weekly,4.50,73.4,369.30,20,4.53,383.26,13.96
HD,stock,Academic,Monthly,1.39,83.3,42.40,5,13.37,56.36,13.96
HD,stock,Realistic,Daily,4.98,71.6,408.21,102,2.96,422.17,13.96
HD,stock,Realistic,Weekly,1.80,73.4,47.72,39,10.20,61.68,13.96
HD,stock,Realistic,Monthly,0.35,83.3,-7.05,9,14.70,6.91,13.96
HD,stock,Signal-Only,Daily,0.00,71.6,-13.96,0,0.00,0.00,13.96
HD,stock,Signal-Only,Weekly,0.00,73.4,-13.96,0,0.00,0.00,13.96
HD,stock,Signal-Only,Monthly,0.00,83.3,-13.96,0,0.00,0.00,13.96
NKE,stock,Academic,Daily,4.67,71.4,1017.16,42,5.32,967.19,-49.98
NKE,stock,Academic,Weekly,3.49,77.9,496.37,23,6.23,446.39,-49.98
NKE,stock,Academic,Monthly,0.22,66.7,54.43,4,27.90,4.46,-49.98
NKE,stock,Realistic,Daily,4.11,71.4,637.88,108,3.92,587.91,-49.98
NKE,stock,Realistic,Weekly,0.38,77.9,59.80,35,19.25,9.83,-49.98
NKE,stock,Realistic,Monthly,-0.39,66.7,36.93,7,19.86,-13.05,-49.98
NKE,stock,Signal-Only,Daily,0.00,71.4,49.98,0,0.00,0.00,-49.98
NKE,stock,Signal-Only,Weekly,0.00,77.9,49.98,0,0.00,0.00,-49.98
NKE,stock,Signal-Only,Monthly,0.00,66.7,49.98,0,0.00,0.00,-49.98
MCD,stock,Academic,Daily,5.41,67.8,285.44,45,2.38,306.16,20.72
MCD,stock,Academic,Weekly,3.69,69.5,166.24,21,5.79,186.96,20.72
MCD,stock,Academic,Monthly,1.60,60.0,30.52,6,7.40,51.23,20.72
MCD,stock,Realistic,Daily,4.82,67.8,225.82,114,2.48,246.54,20.72
MCD,stock,Realistic,Weekly,1.27,69.5,18.40,35,8.76,39.12,20.72
MCD,stock,Realistic,Monthly,0.91,60.0,-0.97,9,7.40,19.74,20.72
MCD,stock,Signal-Only,Daily,0.00,67.8,-20.72,0,0.00,0.00,20.72
MCD,stock,Signal-Only,Weekly,0.00,69.5,-20.72,0,0.00,0.00,20.72
MCD,stock,Signal-Only,Monthly,0.00,60.0,-20.72,0,0.00,0.00,20.72
XOM,stock,Academic,Daily,5.78,71.1,522.09,38,2.96,570.98,48.89
XOM,stock,Academic,Weekly,4.28,67.9,278.49,23,6.02,327.38,48.89
XOM,stock,Academic,Monthly,1.66,64.3,23.50,6,9.02,72.39,48.89
XOM,stock,Realistic,Daily,5.74,71.1,383.27,117,2.87,432.16,48.89
XOM,stock,Realistic,Weekly,2.02,67.9,42.69,34,11.23,91.58,48.89
XOM,stock,Realistic,Monthly,1.57,64.3,-10.44,10,6.02,38.45,48.89
XOM,stock,Signal-Only,Daily,0.00,71.1,-48.89,0,0.00,0.00,48.89
XOM,stock,Signal-Only,Weekly,0.00,67.9,-48.89,0,0.00,0.00,48.89
XOM,stock,Signal-Only,Monthly,0.00,64.3,-48.89,0,0.00,0.00,48.89
CVX,stock,Academic,Daily,6.15,73.4,551.65,39,3.00,581.76,30.11
CVX,stock,Academic,Weekly,4.37,72.4,256.36,21,5.28,286.47,30.11
CVX,stock,Academic,Monthly,2.22,65.4,61.47,5,7.61,91.59,30.11
CVX,stock,Realistic,Daily,5.19,73.4,333.44,105,3.81,363.55,30.11
CVX,stock,Realistic,Weekly,1.91,72.4,41.85,37,9.08,71.96,30.11
CVX,stock,Realistic,Monthly,1.41,65.4,1.38,9,5.44,31.49,30.11
CVX,stock,Signal-Only,Daily,0.00,73.4,-30.11,0,0.00,0.00,30.11
CVX,stock,Signal-Only,Weekly,0.00,72.4,-30.11,0,0.00,0.00,30.11
CVX,stock,Signal-Only,Monthly,0.00,65.4,-30.11,0,0.00,0.00,30.11
COP,stock,Academic,Daily,5.66,72.1,930.15,39,4.06,935.56,5.41
COP,stock,Academic,Weekly,3.93,76.0,380.94,21,5.50,386.36,5.41
COP,stock,Academic,Monthly,1.00,83.3,40.59,5,11.30,46.01,5.41
COP,stock,Realistic,Daily,5.09,72.1,553.06,106,3.59,558.47,5.41
COP,stock,Realistic,Weekly,1.49,76.0,56.81,37,16.02,62.22,5.41
COP,stock,Realistic,Monthly,1.38,83.3,25.61,8,4.18,31.03,5.41
COP,stock,Signal-Only,Daily,0.00,72.1,-5.41,0,0.00,0.00,5.41
COP,stock,Signal-Only,Weekly,0.00,76.0,-5.41,0,0.00,0.00,5.41
COP,stock,Signal-Only,Monthly,0.00,83.3,-5.41,0,0.00,0.00,5.41
GLD,stock,Academic,Daily,6.22,72.3,471.87,47,4.20,600.16,128.29
GLD,stock,Academic,Weekly,3.58,72.0,155.61,23,13.87,283.91,128.29
GLD,stock,Academic,Monthly,2.03,75.0,-10.77,4,13.87,117.53,128.29
GLD,stock,Realistic,Daily,5.63,72.3,317.76,117,4.57,446.05,128.29
GLD,stock,Realistic,Weekly,2.01,72.0,-13.22,35,13.87,115.07,128.29
GLD,stock,Realistic,Monthly,1.70,75.0,-39.51,8,11.42,88.79,128.29
GLD,stock,Signal-Only,Daily,0.00,72.3,-128.29,0,0.00,0.00,128.29
GLD,stock,Signal-Only,Weekly,0.00,72.0,-128.29,0,0.00,0.00,128.29
GLD,stock,Signal-Only,Monthly,0.00,75.0,-128.29,0,0.00,0.00,128.29
USO,stock,Academic,Daily,5.57,74.0,1412.87,44,4.25,1469.68,56.81
USO,stock,Academic,Weekly,3.92,72.5,505.35,25,6.03,562.16,56.81
USO,stock,Academic,Monthly,1.41,88.0,38.10,5,12.44,94.91,56.81
USO,stock,Realistic,Daily,4.75,74.0,793.71,110,4.08,850.52,56.81
USO,stock,Realistic,Weekly,2.06,72.5,92.72,40,15.36,149.53,56.81
USO,stock,Realistic,Monthly,1.21,88.0,-38.22,7,5.18,18.59,56.81
USO,stock,Signal-Only,Daily,0.00,74.0,-56.81,0,0.00,0.00,56.81
USO,stock,Signal-Only,Weekly,0.00,72.5,-56.81,0,0.00,0.00,56.81
USO,stock,Signal-Only,Monthly,0.00,88.0,-56.81,0,0.00,0.00,56.81
SLV,stock,Academic,Daily,6.00,69.9,3484.49,43,13.86,3687.01,202.52
SLV,stock,Academic,Weekly,2.56,75.5,452.21,21,37.15,654.73,202.52
SLV,stock,Academic,Monthly,1.43,84.0,-18.42,4,37.15,184.10,202.52
SLV,stock,Realistic,Daily,4.73,69.9,1656.33,105,16.34,1858.85,202.52
SLV,stock,Realistic,Weekly,1.45,75.5,-18.59,30,38.54,183.93,202.52
SLV,stock,Realistic,Monthly,1.32,84.0,-33.91,6,37.15,168.61,202.52
SLV,stock,Signal-Only,Daily,0.00,69.9,-202.52,0,0.00,0.00,202.52
SLV,stock,Signal-Only,Weekly,0.00,75.5,-202.52,0,0.00,0.00,202.52
SLV,stock,Signal-Only,Monthly,0.00,84.0,-202.52,0,0.00,0.00,202.52
CPER,stock,Academic,Daily,5.68,73.6,830.08,41,6.73,876.79,46.71
CPER,stock,Academic,Weekly,3.41,77.3,313.35,18,9.01,360.07,46.71
CPER,stock,Academic,Monthly,1.04,87.0,21.61,3,24.77,68.32,46.71
CPER,stock,Realistic,Daily,4.50,73.6,489.41,101,6.87,536.13,46.71
CPER,stock,Realistic,Weekly,1.32,77.3,43.57,26,19.34,90.28,46.71
CPER,stock,Realistic,Monthly,0.67,87.0,-10.04,5,24.77,36.67,46.71
CPER,stock,Signal-Only,Daily,0.00,73.6,-46.71,0,0.00,0.00,46.71
CPER,stock,Signal-Only,Weekly,0.00,77.3,-46.71,0,0.00,0.00,46.71
CPER,stock,Signal-Only,Monthly,0.00,87.0,-46.71,0,0.00,0.00,46.71
HSBA.L,stock,Academic,Daily,6.04,71.5,566.20,49,4.16,661.10,94.90
HSBA.L,stock,Academic,Weekly,4.66,77.2,354.44,23,5.04,449.34,94.90
HSBA.L,stock,Academic,Monthly,2.52,66.7,75.14,5,9.54,170.04,94.90
HSBA.L,stock,Realistic,Daily,5.67,71.5,461.62,118,3.01,556.53,94.90
HSBA.L,stock,Realistic,Weekly,2.25,77.2,51.76,32,17.28,146.66,94.90
HSBA.L,stock,Realistic,Monthly,1.77,66.7,-10.20,9,11.92,84.70,94.90
HSBA.L,stock,Signal-Only,Daily,0.00,71.5,-94.90,0,0.00,0.00,94.90
HSBA.L,stock,Signal-Only,Weekly,0.00,77.2,-94.90,0,0.00,0.00,94.90
HSBA.L,stock,Signal-Only,Monthly,0.00,66.7,-94.90,0,0.00,0.00,94.90
BP.L,stock,Academic,Daily,5.88,73.1,669.30,45,2.98,681.76,12.46
BP.L,stock,Academic,Weekly,4.21,76.8,351.42,24,4.97,363.88,12.46
BP.L,stock,Academic,Monthly,1.33,75.0,55.89,5,12.98,68.35,12.46
BP.L,stock,Realistic,Daily,5.04,73.1,438.19,114,3.49,450.64,12.46
BP.L,stock,Realistic,Weekly,1.99,76.8,87.74,37,12.29,100.19,12.46
BP.L,stock,Realistic,Monthly,1.27,75.0,41.31,9,11.83,53.77,12.46
BP.L,stock,Signal-Only,Daily,0.00,73.1,-12.46,0,0.00,0.00,12.46
BP.L,stock,Signal-Only,Weekly,0.00,76.8,-12.46,0,0.00,0.00,12.46
BP.L,stock,Signal-Only,Monthly,0.00,75.0,-12.46,0,0.00,0.00,12.46
SHEL.L,stock,Academic,Daily,6.41,70.0,436.98,48,4.28,466.04,29.06
SHEL.L,stock,Academic,Weekly,3.98,67.8,191.24,23,3.92,220.29,29.06
SHEL.L,stock,Academic,Monthly,2.00,57.1,53.53,5,7.73,82.59,29.06
SHEL.L,stock,Realistic,Daily,5.57,70.0,296.50,123,2.57,325.56,29.06
SHEL.L,stock,Realistic,Weekly,1.87,67.8,39.64,39,13.15,68.70,29.06
SHEL.L,stock,Realistic,Monthly,1.22,57.1,9.41,10,12.78,38.47,29.06
SHEL.L,stock,Signal-Only,Daily,0.00,70.0,-29.06,0,0.00,0.00,29.06
SHEL.L,stock,Signal-Only,Weekly,0.00,67.8,-29.06,0,0.00,0.00,29.06
SHEL.L,stock,Signal-Only,Monthly,0.00,57.1,-29.06,0,0.00,0.00,29.06
RR.L,stock,Academic,Daily,5.71,71.0,1980.78,59,4.52,2421.40,440.62
RR.L,stock,Academic,Weekly,4.10,75.7,610.25,20,8.33,1050.87,440.62
RR.L,stock,Academic,Monthly,2.90,72.0,-94.15,5,11.23,346.47,440.62
RR.L,stock,Realistic,Daily,5.10,71.0,1157.37,118,6.94,1597.99,440.62
RR.L,stock,Realistic,Weekly,2.94,75.7,35.67,29,13.65,476.29,440.62
RR.L,stock,Realistic,Monthly,2.36,72.0,-160.13,8,13.13,280.50,440.62
RR.L,stock,Signal-Only,Daily,0.00,71.0,-440.62,0,0.00,0.00,440.62
RR.L,stock,Signal-Only,Weekly,0.00,75.7,-440.62,0,0.00,0.00,440.62
RR.L,stock,Signal-Only,Monthly,0.00,72.0,-440.62,0,0.00,0.00,440.62
AZN.L,stock,Academic,Daily,5.40,70.4,596.26,54,4.17,632.32,36.06
AZN.L,stock,Academic,Weekly,3.74,68.1,264.20,23,3.67,300.25,36.06
AZN.L,stock,Academic,Monthly,1.42,75.9,34.97,8,12.17,71.03,36.06
AZN.L,stock,Realistic,Daily,4.79,70.4,405.19,127,2.94,441.25,36.06
AZN.L,stock,Realistic,Weekly,1.83,68.1,37.26,42,8.50,73.32,36.06
AZN.L,stock,Realistic,Monthly,0.85,75.9,4.86,10,21.86,40.92,36.06
AZN.L,stock,Signal-Only,Daily,0.00,70.4,-36.06,0,0.00,0.00,36.06
AZN.L,stock,Signal-Only,Weekly,0.00,68.1,-36.06,0,0.00,0.00,36.06
AZN.L,stock,Signal-Only,Monthly,0.00,75.9,-36.06,0,0.00,0.00,36.06
XLP,stock,Academic,Daily,5.46,72.8,148.11,44,1.74,168.61,20.50
XLP,stock,Academic,Weekly,3.02,68.8,61.70,21,5.53,82.20,20.50
XLP,stock,Academic,Monthly,1.63,68.0,10.75,5,6.55,31.25,20.50
XLP,stock,Realistic,Daily,4.97,72.8,111.89,122,1.75,132.40,20.50
XLP,stock,Realistic,Weekly,1.47,68.8,11.05,32,6.30,31.55,20.50
XLP,stock,Realistic,Monthly,0.89,68.0,-6.59,9,6.06,13.91,20.50
XLP,stock,Signal-Only,Daily,0.00,72.8,-20.50,0,0.00,0.00,20.50
XLP,stock,Signal-Only,Weekly,0.00,68.8,-20.50,0,0.00,0.00,20.50
XLP,stock,Signal-Only,Monthly,0.00,68.0,-20.50,0,0.00,0.00,20.50
XLU,stock,Academic,Daily,5.87,76.5,273.35,37,2.37,323.67,50.32
XLU,stock,Academic,Weekly,4.04,77.2,115.00,21,3.11,165.32,50.32
XLU,stock,Academic,Monthly,1.27,75.0,-21.02,7,9.11,29.30,50.32
XLU,stock,Realistic,Daily,5.01,76.5,178.95,92,2.19,229.27,50.32
XLU,stock,Realistic,Weekly,2.09,77.2,-0.95,35,5.12,49.38,50.32
XLU,stock,Realistic,Monthly,1.26,75.0,-37.90,9,3.95,12.42,50.32
XLU,stock,Signal-Only,Daily,0.00,76.5,-50.32,0,0.00,0.00,50.32
XLU,stock,Signal-Only,Weekly,0.00,77.2,-50.32,0,0.00,0.00,50.32
XLU,stock,Signal-Only,Monthly,0.00,75.0,-50.32,0,0.00,0.00,50.32
XLRE,stock,Academic,Daily,5.84,73.6,309.02,46,2.50,332.10,23.08
XLRE,stock,Academic,Weekly,3.94,71.3,128.43,23,3.54,151.51,23.08
XLRE,stock,Academic,Monthly,1.72,64.7,21.14,5,5.28,44.22,23.08
XLRE,stock,Realistic,Daily,5.01,73.6,176.90,112,2.40,199.99,23.08
XLRE,stock,Realistic,Weekly,1.59,71.3,16.44,38,7.16,39.52,23.08
XLRE,stock,Realistic,Monthly,1.64,64.7,-12.38,6,1.90,10.70,23.08
XLRE,stock,Signal-Only,Daily,0.00,73.6,-23.08,0,0.00,0.00,23.08
XLRE,stock,Signal-Only,Weekly,0.00,71.3,-23.08,0,0.00,0.00,23.08
XLRE,stock,Signal-Only,Monthly,0.00,64.7,-23.08,0,0.00,0.00,23.08
XLK,stock,Academic,Daily,6.16,72.7,766.95,42,3.30,830.71,63.75
XLK,stock,Academic,Weekly,3.60,72.3,219.80,21,6.28,283.55,63.75
XLK,stock,Academic,Monthly,1.54,72.7,5.57,5,11.68,69.32,63.75
XLK,stock,Realistic,Daily,5.42,72.7,417.93,108,3.35,481.68,63.75
XLK,stock,Realistic,Weekly,1.72,72.3,9.81,31,8.30,73.56,63.75
XLK,stock,Realistic,Monthly,0.79,72.7,-30.19,8,18.56,33.56,63.75
XLK,stock,Signal-Only,Daily,0.00,72.7,-63.75,0,0.00,0.00,63.75
XLK,stock,Signal-Only,Weekly,0.00,72.3,-63.75,0,0.00,0.00,63.75
XLK,stock,Signal-Only,Monthly,0.00,72.7,-63.75,0,0.00,0.00,63.75
EURUSD=X,fx,Academic,Daily,5.68,75.8,74.94,39,0.99,84.73,9.80
EURUSD=X,fx,Academic,Weekly,2.11,74.5,12.15,11,3.67,21.95,9.80
EURUSD=X,fx,Academic,Monthly,1.68,78.3,10.51,4,2.23,20.30,9.80
EURUSD=X,fx,Realistic,Daily,4.66,75.8,50.16,107,0.80,59.96,9.80
EURUSD=X,fx,Realistic,Weekly,1.22,74.5,-2.87,18,2.03,6.93,9.80
EURUSD=X,fx,Realistic,Monthly,0.38,78.3,-7.49,8,5.46,2.30,9.80
EURUSD=X,fx,Signal-Only,Daily,0.00,75.8,-9.80,0,0.00,0.00,9.80
EURUSD=X,fx,Signal-Only,Weekly,0.00,74.5,-9.80,0,0.00,0.00,9.80
EURUSD=X,fx,Signal-Only,Monthly,0.00,78.3,-9.80,0,0.00,0.00,9.80
GBPUSD=X,fx,Academic,Daily,6.23,76.9,81.35,43,0.84,91.09,9.74
GBPUSD=X,fx,Academic,Weekly,1.89,74.5,15.47,11,4.47,25.21,9.74
GBPUSD=X,fx,Academic,Monthly,1.42,70.8,6.83,7,3.93,16.57,9.74
GBPUSD=X,fx,Realistic,Daily,4.85,76.9,55.13,105,1.37,64.86,9.74
GBPUSD=X,fx,Realistic,Weekly,1.25,74.5,5.24,18,5.04,14.97,9.74
GBPUSD=X,fx,Realistic,Monthly,1.16,70.8,0.34,9,2.88,10.08,9.74
GBPUSD=X,fx,Signal-Only,Daily,0.00,76.9,-9.74,0,0.00,0.00,9.74
GBPUSD=X,fx,Signal-Only,Weekly,0.00,74.5,-9.74,0,0.00,0.00,9.74
GBPUSD=X,fx,Signal-Only,Monthly,0.00,70.8,-9.74,0,0.00,0.00,9.74
USDJPY=X,fx,Academic,Daily,5.75,73.1,117.45,38,1.58,123.84,6.39
USDJPY=X,fx,Academic,Weekly,2.96,63.8,23.17,10,1.06,29.56,6.39
USDJPY=X,fx,Academic,Monthly,0.41,57.7,-0.86,6,7.71,5.53,6.39
USDJPY=X,fx,Realistic,Daily,4.83,73.1,85.16,109,1.58,91.55,6.39
USDJPY=X,fx,Realistic,Weekly,2.00,63.8,2.81,15,1.69,9.20,6.39
USDJPY=X,fx,Realistic,Monthly,1.20,57.7,0.94,9,2.09,7.33,6.39
USDJPY=X,fx,Signal-Only,Daily,0.00,73.1,-6.39,0,0.00,0.00,6.39
USDJPY=X,fx,Signal-Only,Weekly,0.00,63.8,-6.39,0,0.00,0.00,6.39
USDJPY=X,fx,Signal-Only,Monthly,0.00,57.7,-6.39,0,0.00,0.00,6.39
AUDUSD=X,fx,Academic,Daily,5.56,76.1,107.46,35,1.51,118.21,10.75
AUDUSD=X,fx,Academic,Weekly,2.01,75.0,22.38,9,5.14,33.13,10.75
AUDUSD=X,fx,Academic,Monthly,1.19,62.5,6.25,6,5.56,17.00,10.75
AUDUSD=X,fx,Realistic,Daily,4.77,76.1,77.82,108,1.51,88.57,10.75
AUDUSD=X,fx,Realistic,Weekly,1.29,75.0,8.51,14,5.34,19.25,10.75
